Date current as of 9/27/21,,,,,,,,
,,,,,,,,
CAMPUS,Payer/Plan Name,DRG/CPT/HCPCS Code,DRG/CPT/HCPCS Description,Gross Charge,Discounted Cash Price,Negotiated Rate,Min Negotiated Rate,Max Negotiated Rate
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY COMMUNITY PLAN FOR FAMILIES,92060,SENSIMOTOR FOR OCC DEVIATION,349,$67.48 ,90.88,63.79,306.93
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY COMMUNITY PLAN FOR FAMILIES WITH BH,92060,ORTH-OCULAR MOTILITY EVAL,349,$67.48 ,90.88,63.79,306.93
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY COMMUNITY PLAN FOR KIDS,92060,SENSIMOTOR FOR OCC DEVIATION,349,$67.48 ,90.88,63.79,306.93
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY ESSENTIAL PLAN ALIESSA NO COPAY,92060,SENSIMOTOR FOR OCC DEVIATION,349,$67.48 ,102.69,63.79,306.93
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY WELLNESS 4ME,92060,SENSIMOTOR FOR OCC DEVIATION,349,$67.48 ,90.88,63.79,306.93
NYEE,UNITEDHEALTHCARE SERVICES INC AND ITS AFFILIATES UHC MCARE ADVANTAGE CHOICE PL1,92060,SENSIMOTOR FOR OCC DEVIATION,349,$67.48 ,63.79,63.79,306.93
NYEE,"WELLCARE OF NEW YORK, INC",92060,ORTH-OCULAR MOTILITY EVAL,349,$67.48 ,93.61,63.79,306.93
NYEE,AETNA AETNA CHOICE  POS II NET 00357,92082,VISUAL FIELDS INTERMED,314.6,$67.48 ,241.43,45.44,304
NYEE,AETNA AETNA OPEN ACCESS  MANAGED CHOICE NET 00357,92082,VISUAL FIELDS INTERMED,314.6,$67.48 ,241.43,45.44,304
NYEE,AETNA MEDICARE (P01) ESA PPO PLAN NET 03397,92082,VISUAL FIELDS INTERMED,314.6,$67.48 ,64.46,45.44,304
NYEE,AETNA MEDICARE (V03) PPO PLAN NET 03397,92082,VISUAL FIELDS INTERMED,314.6,$67.48 ,64.47,45.44,304
NYEE,AETNA OPEN ACCESS VALUE HMO NET 02043,92082,VISUAL FIELDS INTERMED,314.6,$67.48 ,64.96,45.44,304
NYEE,AFFINITY HEALTH PLAN,92082,VISUAL FIELDS INTERMED,314.6,$67.48 ,106.94,45.44,304
NYEE,BCBS FEP,92082,VISUAL FIELDS INTERMED,314.6,$67.48 ,183.84,45.44,304
NYEE,EH FACET EFT,92082,VISUAL FIELDS INTERMED,314.6,$67.48 ,72.43,45.44,304
NYEE,EMPIRE HEALTHCHOICE ASSURANCE,92082,VISUAL FIELDS INTERMED,314.6,$67.48 ,64.97,45.44,304
NYEE,EVOLUTION HEALTHCARE CIGNA,92082,VISUAL FIELDS INTERMED,314.6,$67.48 ,251.68,45.44,304
NYEE,FIDELIS CARE NEW YORK - MEDICARE ADVANTAGE DUAL ELIGIBLE NETWORK - MEDICARE/MEDICAID,92082,VISUAL FIELDS INTERMED,314.6,$67.48 ,64.97,45.44,304
NYEE,FIDELIS CARE NEW YORK NEW YORK MEDICAID,92082,VISUAL FIELDS INTERMED,314.6,$67.48 ,100.88,45.44,304
NYEE,"HEALTHPLUS HP, LLC HEALTHPLUS ESSENTIAL PLAN",92082,VISUAL FIELDS INTERMED,314.6,$67.48 ,133.16,45.44,304
NYEE,"HEALTHPLUS HP, LLC HEALTHPLUS MEDICAID",92082,VISUAL FIELDS INTERMED,314.6,$67.48 ,100.88,45.44,304
NYEE,METROPLUS ESSENTIAL PLAN,92082,VISUAL FIELDS INTERMED,314.6,$67.48 ,121.05,45.44,304
NYEE,METROPLUS HEALTH PLAN,92082,VISUAL FIELDS INTERMED,314.6,$67.48 ,98.86,45.44,304
NYEE,METROPLUS HEALTH PLAN - HHC,92082,VISUAL FIELDS INTERMED,314.6,$67.48 ,98.86,45.44,304
NYEE,MVP Health Plan Not Assigned,92082,VISUAL FIELDS INTERMED,314.6,$67.48 ,45.44,45.44,304
NYEE,UNITEDHEALTHCARE INSURANCE COMPANY AND ITS AFFILIATES CHOYC+,92082,VISUAL FIELDS INTERMED,314.6,$67.48 ,304,45.44,304
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY COMMUNITY PLAN FOR FAMILIES,92082,VISUAL FIELDS INTERMED,314.6,$67.48 ,100.88,45.44,304
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY COMMUNITY PLAN FOR FAMILIES TRANS WITH BH,92082,VISUAL FIELDS INTERMED,314.6,$67.48 ,90.88,45.44,304
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY COMMUNITY PLAN FOR FAMILIES WITH BH,92082,VISUAL FIELDS INTERMED,314.6,$67.48 ,100.88,45.44,304
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY DUAL COMPLETE,92082,VISUAL FIELDS INTERMED,314.6,$67.48 ,67.33,45.44,304
NYEE,UNITEDHEALTHCARE SERVICES INC AND ITS AFFILIATES AARP MEDICARE ADVANTAGE PLAN 1,92082,VISUAL FIELDS INTERMED,314.6,$67.48 ,64.47,45.44,304
NYEE,UNITEDHEALTHCARE SERVICES INC AND ITS AFFILIATES PFIZER,92082,VISUAL FIELDS INTERMED,314.6,$67.48 ,64.67,45.44,304
NYEE,UNITEDHEALTHCARE SERVICES INC AND ITS AFFILIATES VERIZON,92082,VISUAL FIELDS INTERMED,314.6,$67.48 ,63.39,45.44,304
NYEE,VILLAGE SENIOR SERVICES,92082,VISUAL FIELDS INTERMED,314.6,$67.48 ,70.92,45.44,304
NYEE,VNF - IMAGENET,92082,VISUAL FIELDS INTERMED,314.6,$67.48 ,64.47,45.44,304
NYEE,"WELLCARE OF NEW YORK, INC",92082,VISUAL FIELDS INTERMED,314.6,$67.48 ,67.43,45.44,304
NYEE,AETNA AETNA CHOICE  POS II NET 00357,92083,VISUAL FIELD EXTENDED GOLDMANN,500,$135.73 ,383.71,81.8,425
NYEE,AETNA AETNA OPEN ACCESS  ELECT CHOICE NET 01344,92083,"VISUAL FIELDS, EXTENDED",500,$135.73 ,383.71,81.8,425
NYEE,AETNA AETNA OPEN ACCESS  MANAGED CHOICE NET 00357,92083,ORTH-PEDIATRIC VISUAL FIELDS,500,$135.73 ,383.71,81.8,425
NYEE,AETNA AEXCEL  OPEN ACCESS AETNA SELECT  8480 NET 01344,92083,VISUAL FIELDS EXTENDED,500,$135.73 ,259.93,81.8,425
NYEE,AETNA AEXCEL  PLUS AETNA CHOICE  POS II NET 00357,92083,"VISUAL FIELDS, EXTENDED",500,$135.73 ,383.71,81.8,425
NYEE,AETNA ELITE PPO NET 03397,92083,VISUAL FIELD EXTENDED GOLDMANN,500,$135.73 ,127.78,81.8,425
NYEE,AETNA MEDICARE (V03) PPO PLAN NET 03397,92083,ORTH-PEDIATRIC VISUAL FIELDS,500,$135.73 ,127.78,81.8,425
NYEE,AETNA MPPR ADV PLAN NET 03397,92083,VISUAL FIELDS EXTENDED,500,$135.73 ,126.25,81.8,425
NYEE,AETNA OPEN ACCESS AETNA SELECT  8480 NET 01344,92083,VISUAL FIELDS EXTENDED,500,$135.73 ,383.71,81.8,425
NYEE,AETNA OPEN ACCESS VALUE HMO NET 02043,92083,VISUAL FIELD EXTENDED GOLDMANN,500,$135.73 ,123.12,81.8,425
NYEE,AETNA OPEN CHOICE NET 00391,92083,"VISUAL FIELDS, EXTENDED",500,$135.73 ,383.71,81.8,425
NYEE,AETNA OPEN POS II NET 00357,92083,VISUAL FIELD EXTENDED GOLDMANN,500,$135.73 ,383.71,81.8,425
NYEE,AFFINITY HEALTH PLAN,92083,VISUAL FIELDS EXTENDED,500,$135.73 ,112.99,81.8,425
NYEE,AMERICAN PROGRESSIVE LIFE & HEALTH,92083,VISUAL FIELD EXTENDED GOLDMANN,500,$135.73 ,131.61,81.8,425
NYEE,BCBS FEP,92083,ORTH-PEDIATRIC VISUAL FIELDS,500,$135.73 ,404.21,81.8,425
NYEE,CIGNA HEALTH AND LIFE INSURANCE COMPANY OPEN ACCESS PLUS,92083,ORTH-PEDIATRIC VISUAL FIELDS,500,$135.73 ,270.98,81.8,425
NYEE,CIGNA HEALTH AND LIFE INSURANCE COMPANY OPEN ACCESS PLUS IN-NETWORK,92083,ORTH-PEDIATRIC VISUAL FIELDS,500,$135.73 ,270.98,81.8,425
NYEE,EH FACET EFT,92083,VISUAL FIELD EXTENDED GOLDMANN,500,$135.73 ,100.88,81.8,425
NYEE,ELDERPLAN INC,92083,ORTH-PEDIATRIC VISUAL FIELDS,500,$135.73 ,99.77,81.8,425
NYEE,EMPIRE HEALTHCHOICE ASSURANCE,92083,"VISUAL FIELDS, EXTENDED",500,$135.73 ,188.59,81.8,425
NYEE,FIDELIS CARE NEW YORK - MEDICARE ADVANTAGE DUAL ELIGIBLE NETWORK - MEDICARE/MEDICAID,92083,VISUAL FIELDS EXTENDED,500,$135.73 ,127.78,81.8,425
NYEE,FIDELIS CARE NEW YORK CHILD HEALTH PLUS NETWORK,92083,VISUAL FIELDS EXTENDED,500,$135.73 ,100.88,81.8,425
NYEE,FIDELIS CARE NEW YORK ESSENTIAL PLAN - ALIESSA,92083,ORTH-PEDIATRIC VISUAL FIELDS,500,$135.73 ,100.88,81.8,425
NYEE,FIDELIS CARE NEW YORK ESSENTIAL PLAN - NON ALIESSA,92083,VISUAL FIELD EXTENDED GOLDMANN,500,$135.73 ,81.8,81.8,425
NYEE,FIDELIS CARE NEW YORK NEW YORK MEDICAID,92083,ORTH-PEDIATRIC VISUAL FIELDS,500,$135.73 ,100.88,81.8,425
NYEE,FIDELIS CARE NEW YORK-EXCHANGES NY EXCHANGES NETWORK,92083,VISUAL FIELD EXTENDED GOLDMANN,500,$135.73 ,145.3,81.8,425
NYEE,GHI NYC FACETS,92083,ORTH-PEDIATRIC VISUAL FIELDS,500,$135.73 ,128.03,81.8,425
NYEE,GROUP HEALTH INC,92083,"VISUAL FIELDS, EXTENDED",500,$135.73 ,127.59,81.8,425
NYEE,"HEALTHPLUS HP, LLC HEALTHPLUS ESSENTIAL PLAN",92083,VISUAL FIELD EXTENDED GOLDMANN,500,$135.73 ,112.69,81.8,425
NYEE,"HEALTHPLUS HP, LLC HEALTHPLUS MEDICAID",92083,VISUAL FIELD EXTENDED GOLDMANN,500,$135.73 ,100.88,81.8,425
NYEE,HUMANA INC NATIONAL POINT OF SERVICE,92083,VISUAL FIELD EXTENDED GOLDMANN,500,$135.73 ,425,81.8,425
NYEE,HUMANA INC. MEDICARE ADVANTAGE HMO,92083,"VISUAL FIELDS, EXTENDED",500,$135.73 ,131.87,81.8,425
NYEE,HUMANA INC. MEDICARE ADVANTAGE PPO,92083,VISUAL FIELD EXTENDED GOLDMANN,500,$135.73 ,130.34,81.8,425
NYEE,METROPLUS ENHANCED (HARP),92083,VISUAL FIELD EXTENDED GOLDMANN,500,$135.73 ,98.86,81.8,425
NYEE,METROPLUS ESSENTIAL PLAN,92083,VISUAL FIELD EXTENDED GOLDMANN,500,$135.73 ,100.88,81.8,425
NYEE,METROPLUS HEALTH PLAN,92083,VISUAL FIELDS EXTENDED,500,$135.73 ,98.86,81.8,425
NYEE,METROPLUS HEALTH PLAN - HHC,92083,ORTH-PEDIATRIC VISUAL FIELDS,500,$135.73 ,98.86,81.8,425
NYEE,NYSDOH,92083,VISUAL FIELDS EXTENDED,500,$135.73 ,100.88,81.8,425
NYEE,OXFORD HEALTH PLANS NJ INC NEW JERSEY DSNP,92083,VISUAL FIELDS EXTENDED,500,$135.73 ,127.78,81.8,425
NYEE,UNITED HEALTHCARE INS. CO. OF NY,92083,VISUAL FIELDS EXTENDED,500,$135.73 ,335.86,81.8,425
NYEE,UNITEDHEALTHCARE INSURANCE COMPANY AND ITS AFFILIATES CHOYC,92083,VISUAL FIELDS EXTENDED,500,$135.73 ,304,81.8,425
NYEE,UNITEDHEALTHCARE INSURANCE COMPANY AND ITS AFFILIATES CHOYC+,92083,"VISUAL FIELDS, EXTENDED",500,$135.73 ,304,81.8,425
NYEE,UNITEDHEALTHCARE INSURANCE COMPANY AND ITS AFFILIATES COMPASS,92083,VISUAL FIELDS EXTENDED,500,$135.73 ,231,81.8,425
NYEE,UNITEDHEALTHCARE INSURANCE COMPANY AND ITS AFFILIATES SEL+POS,92083,VISUAL FIELD EXTENDED GOLDMANN,500,$135.73 ,304,81.8,425
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY COMMUNITY PLAN FOR FAMILIES,92083,VISUAL FIELD EXTENDED GOLDMANN,500,$135.73 ,100.88,81.8,425
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY COMMUNITY PLAN FOR FAMILIES TRANS WITH BH,92083,ORTH-PEDIATRIC VISUAL FIELDS,500,$135.73 ,90.88,81.8,425
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY COMMUNITY PLAN FOR FAMILIES WITH BH,92083,"VISUAL FIELDS, EXTENDED",500,$135.73 ,100.88,81.8,425
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY DUAL COMPLETE,92083,ORTH-PEDIATRIC VISUAL FIELDS,500,$135.73 ,133.53,81.8,425
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY ESSENTIAL PLAN ALIESSA NO COPAY,92083,VISUAL FIELD EXTENDED GOLDMANN,500,$135.73 ,113.99,81.8,425
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY ESSENTIAL PLAN PLUS COPAY,92083,"VISUAL FIELDS, EXTENDED",500,$135.73 ,113.99,81.8,425
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY ESSENTIAL PLAN STANDARD COPAY,92083,"VISUAL FIELDS, EXTENDED",500,$135.73 ,108.34,81.8,425
NYEE,UNITEDHEALTHCARE SERVICES INC AND ITS AFFILIATES AARP MCADVANTAGE MOSAIC CHOICE,92083,ORTH-PEDIATRIC VISUAL FIELDS,500,$135.73 ,127.78,81.8,425
NYEE,UNITEDHEALTHCARE SERVICES INC AND ITS AFFILIATES AARP MEDICARE ADVANTAGE MOSAIC,92083,ORTH-PEDIATRIC VISUAL FIELDS,500,$135.73 ,125.53,81.8,425
NYEE,UNITEDHEALTHCARE SERVICES INC AND ITS AFFILIATES AARP MEDICARE ADVANTAGE PLAN 1,92083,ORTH-PEDIATRIC VISUAL FIELDS,500,$135.73 ,127.78,81.8,425
NYEE,UNITEDHEALTHCARE SERVICES INC AND ITS AFFILIATES AARP MEDICARE ADVANTAGE PLAN 2,92083,VISUAL FIELD EXTENDED GOLDMANN,500,$135.73 ,126.75,81.8,425
NYEE,UNITEDHEALTHCARE SERVICES INC AND ITS AFFILIATES AARP MEDICARE ADVANTAGE PLAN 3,92083,ORTH-PEDIATRIC VISUAL FIELDS,500,$135.73 ,125.83,81.8,425
NYEE,UNITEDHEALTHCARE SERVICES INC AND ITS AFFILIATES AARP MEDICARECOMPLETE MOSAIC,92083,VISUAL FIELD EXTENDED GOLDMANN,500,$135.73 ,122.22,81.8,425
NYEE,UNITEDHEALTHCARE SERVICES INC AND ITS AFFILIATES AARP MEDICARECOMPLETE PLAN 2,92083,"VISUAL FIELDS, EXTENDED",500,$135.73 ,122.72,81.8,425
NYEE,UNITEDHEALTHCARE SERVICES INC AND ITS AFFILIATES METLIFE,92083,"VISUAL FIELDS, EXTENDED",500,$135.73 ,127.78,81.8,425
NYEE,UNITEDHEALTHCARE SERVICES INC AND ITS AFFILIATES UHC MCARE ADVANTAGE CHOICE PL1,92083,VISUAL FIELDS EXTENDED,500,$135.73 ,126.81,81.8,425
NYEE,UNITEDHEALTHCARE SERVICES INC AND ITS AFFILIATES UHC MCARE ADVANTAGE CHOICE PL3,92083,ORTH-PEDIATRIC VISUAL FIELDS,500,$135.73 ,127.78,81.8,425
NYEE,UNITEDHEALTHCARE SERVICES INC AND ITS AFFILIATES UHC NURSING HOME PLAN 1,92083,ORTH-PEDIATRIC VISUAL FIELDS,500,$135.73 ,125.74,81.8,425
NYEE,UNITEDHEALTHCARE SERVICES INC AND ITS AFFILIATES USGVI,92083,ORTH-PEDIATRIC VISUAL FIELDS,500,$135.73 ,122.22,81.8,425
NYEE,UNITEDHEALTHCARE SERVICES INC AND ITS AFFILIATES VERIZON,92083,ORTH-PEDIATRIC VISUAL FIELDS,500,$135.73 ,123.83,81.8,425
NYEE,VILLAGE SENIOR SERVICES,92083,VISUAL FIELDS EXTENDED,500,$135.73 ,138.87,81.8,425
NYEE,VNF - IMAGENET,92083,ORTH-PEDIATRIC VISUAL FIELDS,500,$135.73 ,123.19,81.8,425
NYEE,VNS,92083,VISUAL FIELD EXTENDED GOLDMANN,500,$135.73 ,123.19,81.8,425
NYEE,WELLCARE OF NEW YORK INC,92083,ORTH-PEDIATRIC VISUAL FIELDS,500,$135.73 ,103.91,81.8,425
NYEE,"WELLCARE OF NEW YORK, INC",92083,VISUAL FIELD EXTENDED GOLDMANN,500,$135.73 ,131.61,81.8,425
NYEE,WMMI,92083,VISUAL FIELDS EXTENDED,500,$135.73 ,127.78,81.8,425
NYEE,AFFINITY HEALTH PLAN,92132,CMPTR OPHTH DX IMG ANT SEGMT,314.6,$67.48 ,101.79,63.19,309.86
NYEE,EH FACET EFT,92132,CMPTR OPHTH DX IMG ANT SEGMT,314.6,$67.48 ,64.47,63.19,309.86
NYEE,FIDELIS CARE NEW YORK ESSENTIAL PLAN - ALIESSA,92132,CMPTR OPHTH DX IMG ANT SEGMT,314.6,$67.48 ,95.88,63.19,309.86
NYEE,FIDELIS CARE NEW YORK NEW YORK MEDICAID,92132,CMPTR OPHTH DX IMG ANT SEGMT,314.6,$67.48 ,90.88,63.19,309.86
NYEE,FIDELIS CARE NEW YORK-EXCHANGES NY EXCHANGES NETWORK,92132,CMPTR OPHTH DX IMG ANT SEGMT,314.6,$67.48 ,70.92,63.19,309.86
NYEE,METROPLUS ENHANCED (HARP),92132,CMPTR OPHTH DX IMG ANT SEGMT,314.6,$67.48 ,89.06,63.19,309.86
NYEE,METROPLUS HEALTH PLAN,92132,CMPTR OPHTH DX IMG ANT SEGMT,314.6,$67.48 ,89.07,63.19,309.86
NYEE,NYSDOH,92132,CMPTR OPHTH DX IMG ANT SEGMT,314.6,$67.48 ,90.88,63.19,309.86
NYEE,UNITEDHEALTHCARE INSURANCE COMPANY AND ITS AFFILIATES CHOYC,92132,CMPTR OPHTH DX IMG ANT SEGMT,314.6,$67.48 ,288,63.19,309.86
NYEE,UNITEDHEALTHCARE INSURANCE COMPANY AND ITS AFFILIATES CHOYC+,92132,CMPTR OPHTH DX IMG ANT SEGMT,314.6,$67.48 ,309.86,63.19,309.86
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY DUAL COMPLETE,92132,CMPTR OPHTH DX IMG ANT SEGMT,314.6,$67.48 ,67.37,63.19,309.86
NYEE,UNITEDHEALTHCARE SERVICES INC AND ITS AFFILIATES AARP MEDICARE ADVANTAGE PLAN 1,92132,CMPTR OPHTH DX IMG ANT SEGMT,314.6,$67.48 ,63.19,63.19,309.86
NYEE,UNITEDHEALTHCARE SERVICES INC AND ITS AFFILIATES UHC MCARE ADVANTAGE CHOICE PL1,92132,CMPTR OPHTH DX IMG ANT SEGMT,314.6,$67.48 ,64.47,63.19,309.86
NYEE,VNS,92132,CMPTR OPHTH DX IMG ANT SEGMT,314.6,$67.48 ,90.88,63.19,309.86
NYEE,"WELLCARE OF NEW YORK, INC",92132,CMPTR OPHTH DX IMG ANT SEGMT,314.6,$67.48 ,85.16,63.19,309.86
NYEE,AETNA AETNA CHOICE  POS II NET 00357,92133,CMP OPTH POST OPTIC N - UNIL O,314.6,$67.48 ,145.81,47.74,304
NYEE,AETNA AETNA HEALTHFUND  AETNA CHOICE  POS II NET 00357,92133,CMP OPTH POST OPTIC N - UNIL O,314.6,$67.48 ,241.43,47.74,304
NYEE,AETNA AETNA OPEN ACCESS  ELECT CHOICE NET 01344,92133,CMP OPTH POST OPTIC N - UNIL O,314.6,$67.48 ,241.43,47.74,304
NYEE,AETNA AETNA OPEN ACCESS  MANAGED CHOICE NET 00357,92133,CMP OPTH POST OPTIC N - UNIL O,314.6,$67.48 ,215.72,47.74,304
NYEE,AETNA AEXCEL  PLUS AETNA CHOICE  POS II NET 00357,92133,CMP OPTH POST OPTIC N - UNIL O,314.6,$67.48 ,241.43,47.74,304
NYEE,AETNA ELITE PPO NET 03397,92133,CMP OPTH POST OPTIC N - UNIL O,314.6,$67.48 ,66.59,47.74,304
NYEE,AETNA MEDICARE (V03) PPO PLAN NET 03397,92133,CMP OPTH POST OPTIC N - UNIL O,314.6,$67.48 ,66.64,47.74,304
NYEE,AETNA MPPR ADV PLAN NET 03397,92133,CMP OPTH POST OPTIC N - UNIL O,314.6,$67.48 ,65.47,47.74,304
NYEE,AETNA OPEN ACCESS AETNA SELECT  8480 NET 01344,92133,CMP OPTH POST OPTIC N - UNIL O,314.6,$67.48 ,241.43,47.74,304
NYEE,AETNA OPEN ACCESS VALUE HMO NET 02043,92133,CMP OPTH POST OPTIC N - UNIL O,314.6,$67.48 ,64.47,47.74,304
NYEE,AETNA OPEN CHOICE NET 00391,92133,CMP OPTH POST OPTIC N - UNIL O,314.6,$67.48 ,190,47.74,304
NYEE,AETNA OPEN POS II NET 00357,92133,CMP OPTH POST OPTIC N - UNIL O,314.6,$67.48 ,241.43,47.74,304
NYEE,AETNA PPO-MEDICAL NET 00391,92133,CMP OPTH POST OPTIC N - UNIL O,314.6,$67.48 ,190,47.74,304
NYEE,AFFINITY HEALTH PLAN,92133,CMP OPTH POST OPTIC N - UNIL O,314.6,$67.48 ,112.99,47.74,304
NYEE,BCBS FEP,92133,CMP OPTH POST OPTIC N - UNIL O,314.6,$67.48 ,47.74,47.74,304
NYEE,EH FACET EFT,92133,CMP OPTH POST OPTIC N - UNIL O,314.6,$67.48 ,90.88,47.74,304
NYEE,ELDERPLAN INC,92133,CMP OPTH POST OPTIC N - UNIL O,314.6,$67.48 ,52.38,47.74,304
NYEE,EMPIRE HEALTHCHOICE ASSURANCE,92133,CMP OPTH POST OPTIC N - UNIL O,314.6,$67.48 ,57.22,47.74,304
NYEE,FIDELIS CARE NEW YORK - MEDICARE ADVANTAGE DUAL ELIGIBLE NETWORK - MEDICARE/MEDICAID,92133,CMP OPTH POST OPTIC N - UNIL O,314.6,$67.48 ,64.47,47.74,304
NYEE,FIDELIS CARE NEW YORK CHILD HEALTH PLUS NETWORK,92133,CMP OPTH POST OPTIC N - UNIL O,314.6,$67.48 ,90.88,47.74,304
NYEE,FIDELIS CARE NEW YORK ESSENTIAL PLAN - ALIESSA,92133,CMP OPTH POST OPTIC N - UNIL O,314.6,$67.48 ,100.88,47.74,304
NYEE,FIDELIS CARE NEW YORK ESSENTIAL PLAN - NON ALIESSA,92133,CMP OPTH POST OPTIC N - UNIL O,314.6,$67.48 ,121.06,47.74,304
NYEE,FIDELIS CARE NEW YORK NEW YORK MEDICAID,92133,CMP OPTH POST OPTIC N - UNIL O,314.6,$67.48 ,100.88,47.74,304
NYEE,FIDELIS CARE NEW YORK-EXCHANGES NY EXCHANGES NETWORK,92133,CMP OPTH POST OPTIC N - UNIL O,314.6,$67.48 ,73.3,47.74,304
NYEE,GHI FACETS,92133,CMP OPTH POST OPTIC N - UNIL O,314.6,$67.48 ,53.99,47.74,304
NYEE,GOLDCARE II,92133,CMP OPTH POST OPTIC N - UNIL O,314.6,$67.48 ,98.86,47.74,304
NYEE,GROUP HEALTH INC,92133,CMP OPTH POST OPTIC N - UNIL O,314.6,$67.48 ,53.99,47.74,304
NYEE,"HEALTHPLUS HP, LLC HEALTHPLUS MEDICAID",92133,CMP OPTH POST OPTIC N - UNIL O,314.6,$67.48 ,90.88,47.74,304
NYEE,HUMANA INC NATIONAL POINT OF SERVICE,92133,CMP OPTH POST OPTIC N - UNIL O,314.6,$67.48 ,267.41,47.74,304
NYEE,HUMANA INC. MEDICARE ADVANTAGE HMO,92133,CMP OPTH POST OPTIC N - UNIL O,314.6,$67.48 ,67.37,47.74,304
NYEE,METROPLUS ENHANCED (HARP),92133,CMP OPTH POST OPTIC N - UNIL O,314.6,$67.48 ,120.72,47.74,304
NYEE,METROPLUS ESSENTIAL PLAN,92133,CMP OPTH POST OPTIC N - UNIL O,314.6,$67.48 ,109.06,47.74,304
NYEE,METROPLUS HEALTH PLAN,92133,CMP OPTH POST OPTIC N - UNIL O,314.6,$67.48 ,98.86,47.74,304
NYEE,METROPLUS HEALTH PLAN - HHC,92133,CMP OPTH POST OPTIC N - UNIL O,314.6,$67.48 ,98.86,47.74,304
NYEE,NYSDOH,92133,CMP OPTH POST OPTIC N - UNIL O,314.6,$67.48 ,100.88,47.74,304
NYEE,OSCAR INSURANCE CORPORATION,92133,CMP OPTH POST OPTIC N - UNIL O,314.6,$67.48 ,141.57,47.74,304
NYEE,UMR MOUNT SINAI HEALTH SYSTEM,92133,CMP OPTH POST OPTIC N - UNIL O,314.6,$67.48 ,84.47,47.74,304
NYEE,UNITED HEALTHCARE INS. CO. OF NY,92133,CMP OPTH POST OPTIC N - UNIL O,314.6,$67.48 ,160.35,47.74,304
NYEE,UNITEDHEALTHCARE INSURANCE COMPANY AND ITS AFFILIATES CHOYC,92133,CMP OPTH POST OPTIC N - UNIL O,314.6,$67.48 ,304,47.74,304
NYEE,UNITEDHEALTHCARE INSURANCE COMPANY AND ITS AFFILIATES CHOYC+,92133,CMP OPTH POST OPTIC N - UNIL O,314.6,$67.48 ,304,47.74,304
NYEE,UNITEDHEALTHCARE INSURANCE COMPANY AND ITS AFFILIATES SEL+POS,92133,CMP OPTH POST OPTIC N - UNIL O,314.6,$67.48 ,304,47.74,304
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY COMMUNITY PLAN FOR FAMILIES,92133,CMP OPTH POST OPTIC N - UNIL O,314.6,$67.48 ,90.88,47.74,304
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY COMMUNITY PLAN FOR FAMILIES TRANS WITH BH,92133,CMP OPTH POST OPTIC N - UNIL O,314.6,$67.48 ,95.88,47.74,304
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY COMMUNITY PLAN FOR FAMILIES WITH BH,92133,CMP OPTH POST OPTIC N - UNIL O,314.6,$67.48 ,100.88,47.74,304
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY COMMUNITY PLAN FOR KIDS,92133,CMP OPTH POST OPTIC N - UNIL O,314.6,$67.48 ,90.88,47.74,304
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY DUAL COMPLETE,92133,CMP OPTH POST OPTIC N - UNIL O,314.6,$67.48 ,67.37,47.74,304
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY ESSENTIAL PLAN ALIESSA NO COPAY,92133,CMP OPTH POST OPTIC N - UNIL O,314.6,$67.48 ,139.2,47.74,304
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY ESSENTIAL PLAN PLUS COPAY,92133,CMP OPTH POST OPTIC N - UNIL O,314.6,$67.48 ,139.2,47.74,304
NYEE,UNITEDHEALTHCARE SERVICES INC AND ITS AFFILIATES AARP MCADVANTAGE MOSAIC CHOICE,92133,CMP OPTH POST OPTIC N - UNIL O,314.6,$67.48 ,64.47,47.74,304
NYEE,UNITEDHEALTHCARE SERVICES INC AND ITS AFFILIATES AARP MEDICARE ADVANTAGE MOSAIC,92133,CMP OPTH POST OPTIC N - UNIL O,314.6,$67.48 ,63.19,47.74,304
NYEE,UNITEDHEALTHCARE SERVICES INC AND ITS AFFILIATES AARP MEDICARE ADVANTAGE PLAN 1,92133,CMP OPTH POST OPTIC N - UNIL O,314.6,$67.48 ,64.47,47.74,304
