Date current as of 9/27/21,,,,,,,,
,,,,,,,,
CAMPUS,Payer/Plan Name,DRG/CPT/HCPCS Code,DRG/CPT/HCPCS Description,Gross Charge,Discounted Cash Price,Negotiated Charge,Minimum Negotiated Charge,Maximum Negotiated Charge
MSQ,1199SEIU NATIONAL BENEFIT FUND,86765,MEASLES-RUBEOLA AB,67,100% of Medicare,18,5.23,44.95
MSQ,AETNA AETNA CHOICE  POS II NET 00357,86765,MEASLES-RUBEOLA AB,67,100% of Medicare,44.95,5.23,44.95
MSQ,AETNA AETNA OPEN ACCESS  ELECT CHOICE NET 01344,86765,MEASLES-RUBEOLA AB,67,100% of Medicare,41.55,5.23,44.95
MSQ,AETNA AETNA OPEN ACCESS  MANAGED CHOICE NET 00357,86765,MEASLES-RUBEOLA AB,67,100% of Medicare,30.75,5.23,44.95
MSQ,AETNA OPEN ACCESS AETNA SELECT  8480 NET 01344,86765,MEASLES-RUBEOLA AB,67,100% of Medicare,44.27,5.23,44.95
MSQ,EH FACET EFT,86765,MEASLES-RUBEOLA AB,67,100% of Medicare,27.18,5.23,44.95
MSQ,EMBLEMHEALTH - GHI GHI EMBLEM HEALTH PPO,86765,MEASLES-RUBEOLA AB,67,100% of Medicare,39.28,5.23,44.95
MSQ,EMBLEMHEALTH - HIP HMO PRIME NETWORK,86765,MEASLES-RUBEOLA AB,67,100% of Medicare,29.84,5.23,44.95
MSQ,EMBLEMHEALTH - HIP HMO SELECTCARE SMALL GROU,86765,MEASLES-RUBEOLA AB,67,100% of Medicare,27.32,5.23,44.95
MSQ,FIDELIS CARE NEW YORK CHILD HEALTH PLUS NETWORK,86765,MEASLES-RUBEOLA AB,67,100% of Medicare,12.23,5.23,44.95
MSQ,FIDELIS CARE NEW YORK NEW YORK MEDICAID,86765,MEASLES-RUBEOLA AB,67,100% of Medicare,11.59,5.23,44.95
MSQ,GHI NYC EFT,86765,MEASLES-RUBEOLA AB,67,100% of Medicare,22,5.23,44.95
MSQ,GOLDCARE I,86765,MEASLES-RUBEOLA AB,67,100% of Medicare,15.45,5.23,44.95
MSQ,"HEALTHPLUS HP, LLC HEALTHPLUS MEDICAID",86765,MEASLES-RUBEOLA AB,67,100% of Medicare,5.23,5.23,44.95
MSQ,METROPLUS HEALTH PLAN,86765,MEASLES-RUBEOLA AB,67,100% of Medicare,13.61,5.23,44.95
MSQ,NYSDOH,86765,MEASLES-RUBEOLA AB,67,100% of Medicare,7.12,5.23,44.95
MSQ,OSCAR INSURANCE CORPORATION,86765,MEASLES-RUBEOLA AB,67,100% of Medicare,13.52,5.23,44.95
MSQ,OXFORD HEALTH INSURANCE INC FREEDOM,86765,MEASLES-RUBEOLA AB,67,100% of Medicare,22.54,5.23,44.95
MSQ,OXFORD HEALTH INSURANCE INC LBTY,86765,MEASLES-RUBEOLA AB,67,100% of Medicare,22.54,5.23,44.95
MSQ,UMR MOUNT SINAI HEALTH SYSTEM,86765,MEASLES-RUBEOLA AB,67,100% of Medicare,11.08,5.23,44.95
MSQ,UNITEDHEALTHCARE INSURANCE COMPAN CHOYC,86765,MEASLES-RUBEOLA AB,67,100% of Medicare,11.08,5.23,44.95
MSQ,UNITEDHEALTHCARE INSURANCE COMPAN CHOYC+,86765,MEASLES-RUBEOLA AB,67,100% of Medicare,11.08,5.23,44.95
MSQ,UNITEDHEALTHCARE OF NEW YORK INC NY ESSENTIAL PLAN STANDARD COPAY,86765,MEASLES-RUBEOLA AB,67,100% of Medicare,5.91,5.23,44.95
MSQ,1199SEIU NATIONAL BENEFIT FUND,86769,COVID19 ANTIBODY Multi Step,190,100% of Medicare,42.13,3.38,339
MSQ,AETNA MTA NYCT OPTION 1 PLAN NET 03397,86769,COVID19 ANTIBODY Multi Step,190,100% of Medicare,42.13,3.38,339
MSQ,EH FACET EFT,86769,COVID19 ANTIBODY Multi Step,190,100% of Medicare,88.89,3.38,339
MSQ,EMBLEMHEALTH - GHI GHI EMBLEM HEALTH PPO,86769,COVID19 ANTIBODY Multi Step,190,100% of Medicare,128.5,3.38,339
MSQ,EMBLEMHEALTH - GHI NOT ASSIGNED,86769,COVID19 ANTIBODY Multi Step,190,100% of Medicare,3.38,3.38,339
MSQ,EMBLEMHEALTH - HIP ECPN ESSENTIAL A PLAN NET,86769,COVID-19 ANTIBODY,190,100% of Medicare,50.56,3.38,339
MSQ,EMBLEMHEALTH - HIP ECPN ESSENTIAL B PLAN NET,86769,COVID19 ANTIBODY Multi Step,190,100% of Medicare,42.13,3.38,339
MSQ,EMBLEMHEALTH - HIP ENHANCED CARE NETWORK,86769,COVID19 ANTIBODY Multi Step,190,100% of Medicare,41.5,3.38,339
MSQ,EMBLEMHEALTH - HIP HMO PRIME NETWORK,86769,COVID-19 ANTIBODY,190,100% of Medicare,97.74,3.38,339
MSQ,EMBLEMHEALTH - HIP HMO SELECTCARE INDIVIDUAL,86769,COVID-19 ANTIBODY,190,100% of Medicare,42.13,3.38,339
MSQ,EMBLEMHEALTH - HIP VIP PRIME,86769,COVID19 ANTIBODY Multi Step,190,100% of Medicare,42.13,3.38,339
MSQ,FIDELIS CARE NEW YORK - MEDICARE DUAL ELIGIBLE NETWORK - MEDICARE/MEDICAID,86769,COVID-19 ANTIBODY,190,100% of Medicare,42.13,3.38,339
MSQ,FIDELIS CARE NEW YORK CHILD HEALTH PLUS NETWORK,86769,COVID19 ANTIBODY Multi Step,190,100% of Medicare,37.92,3.38,339
MSQ,FIDELIS CARE NEW YORK NEW YORK MEDICAID,86769,COVID19 ANTIBODY Multi Step,190,100% of Medicare,37.92,3.38,339
MSQ,FIDELIS CARE NEW YORK NOT ASSIGNED,86769,COVID19 ANTIBODY Multi Step,190,100% of Medicare,50.56,3.38,339
MSQ,FIDELIS CARE NEW YORK-EXCHANGES NOT ASSIGNED,86769,COVID-19 ANTIBODY,190,100% of Medicare,42.13,3.38,339
MSQ,GHI NYC EFT,86769,COVID-19 ANTIBODY,190,100% of Medicare,69.94,3.38,339
MSQ,"HEALTHPLUS HP, LLC HEALTHPLUS MEDICAID",86769,COVID19 ANTIBODY Multi Step,190,100% of Medicare,42.13,3.38,339
MSQ,METROPLUS HEALTH PLAN,86769,COVID-19 ANTIBODY,190,100% of Medicare,33.7,3.38,339
MSQ,NYSDOH,86769,COVID-19 ANTIBODY,190,100% of Medicare,42.13,3.38,339
MSQ,OXFORD HEALTH INSURANCE INC FREEDOM NETWORK,86769,COVID19 ANTIBODY Multi Step,190,100% of Medicare,339,3.38,339
MSQ,OXFORD HEALTH INSURANCE INC MTRO,86769,COVID-19 ANTIBODY,190,100% of Medicare,73.73,3.38,339
MSQ,UMR MOUNT SINAI HEALTH SYSTEM,86769,COVID19 ANTIBODY Multi Step,190,100% of Medicare,42.13,3.38,339
MSQ,UNITEDHEALTHCARE INSURANCE COMPAN CHOYC+,86769,COVID-19 ANTIBODY,190,100% of Medicare,339,3.38,339
MSQ,UNITEDHEALTHCARE OF NEW YORK INC NY ESSENTIAL PLAN ALIESSA NO COPAY,86769,COVID19 ANTIBODY Multi Step,190,100% of Medicare,47.61,3.38,339
MSQ,"WELLCARE OF NEW YORK, INC",86769,COVID19 ANTIBODY Multi Step,190,100% of Medicare,42.13,3.38,339
MSQ,CIGNA HEALTH AND LIFE INSURANCE C OPEN ACCESS PLUS,86777,TOXOPLASMA IGG ABS CSF,78,100% of Medicare,70,12.95,70
MSQ,EMBLEMHEALTH - GHI GHI EMBLEM HEALTH PPO,86777,TOXOPLASMA IGG ABS CSF,78,100% of Medicare,23.89,12.95,70
MSQ,FIDELIS CARE NEW YORK NEW YORK MEDICAID,86777,TOXOPLASMA ANTIBODY,78,100% of Medicare,12.95,12.95,70
MSQ,OSCAR INSURANCE CORPORATION,86777,TOXOPLASMA ANTIBODY,78,100% of Medicare,16.79,12.95,70
MSQ,CIGNA HEALTH AND LIFE INSURANCE C OPEN ACCESS PLUS,86778,TOXOPLASMA IGM DETERM,80,100% of Medicare,87.5,15.13,87.5
MSQ,EMBLEMHEALTH - GHI GHI EMBLEM HEALTH PPO,86778,TOXOPLASMA IGM DETERM,80,100% of Medicare,23.92,15.13,87.5
MSQ,OSCAR INSURANCE CORPORATION,86778,TOXOPLASMA IGM DETERM,80,100% of Medicare,15.13,15.13,87.5
MSQ,1199SEIU NATIONAL BENEFIT FUND,86780,FTA,34,100% of Medicare,19,11.92,339
MSQ,EMBLEMHEALTH - GHI GHI EMBLEM HEALTH PPO,86780,FTA-ABS,34,100% of Medicare,40.38,11.92,339
MSQ,FIDELIS CARE NEW YORK NEW YORK MEDICAID,86780,FTA,34,100% of Medicare,11.92,11.92,339
MSQ,GHI NYC EFT,86780,FTA,34,100% of Medicare,32.4,11.92,339
MSQ,NYSDOH,86780,FTA,34,100% of Medicare,12.63,11.92,339
MSQ,OSCAR GARDEN STATE INSURANCE CORP,86780,FTA-ABS,34,100% of Medicare,34.45,11.92,339
MSQ,OXFORD HEALTH INSURANCE INC LBTY,86780,FTA-ABS,34,100% of Medicare,339,11.92,339
MSQ,OXFORD HEALTH INSURANCE INC MTRO,86780,FTA,34,100% of Medicare,339,11.92,339
MSQ,UMR MOUNT SINAI HEALTH SYSTEM,86780,FTA,34,100% of Medicare,33.61,11.92,339
MSQ,1199SEIU HOMECARE BENEFIT FUND,86787,VARICELLA ZOSTER AB IGM,37,100% of Medicare,9,5.23,75
MSQ,1199SEIU NATIONAL BENEFIT FUND,86787,VARICELLA ZOSTER AB IGM,37,100% of Medicare,9,5.23,75
MSQ,AETNA AETNA OPEN ACCESS  ELECT CHOICE NET 01344,86787,VARICELLA - ZOSTER,37,100% of Medicare,32.32,5.23,75
MSQ,AETNA AETNA OPEN ACCESS  ELECT CHOICE NET 05030,86787,VARICELLA ZOSTER AB IGM,37,100% of Medicare,30.16,5.23,75
MSQ,AETNA AETNA OPEN ACCESS  MANAGED CHOICE NET 00357,86787,VARICELLA ZOSTER AB IGM,37,100% of Medicare,29.65,5.23,75
MSQ,AETNA OPEN ACCESS AETNA SELECT  8480 NET 01344,86787,VARICELLA - ZOSTER,37,100% of Medicare,29.36,5.23,75
MSQ,EH FACET EFT,86787,VARICELLA - ZOSTER,37,100% of Medicare,27.18,5.23,75
MSQ,ELDERPLAN INC,86787,VARICELLA - ZOSTER,37,100% of Medicare,14.02,5.23,75
MSQ,EMBLEMHEALTH - GHI GHI EMBLEM HEALTH PPO,86787,VARICELLA - ZOSTER,37,100% of Medicare,21.38,5.23,75
MSQ,EMBLEMHEALTH - HIP HMO PRIME NETWORK,86787,VARICELLA ZOSTER AB IGM,37,100% of Medicare,27.48,5.23,75
MSQ,EMBLEMHEALTH - HIP HMO SELECTCARE INDIVIDUAL,86787,VARICELLA - ZOSTER,37,100% of Medicare,52.07,5.23,75
MSQ,EMBLEMHEALTH - HIP VIP PRIME,86787,VARICELLA - ZOSTER,37,100% of Medicare,75,5.23,75
MSQ,FIDELIS CARE NEW YORK - MEDICARE DUAL ELIGIBLE NETWORK - MEDICARE/MEDICAID,86787,VARICELLA ZOSTER AB IGM,37,100% of Medicare,12.88,5.23,75
MSQ,FIDELIS CARE NEW YORK CHILD HEALTH PLUS NETWORK,86787,VARICELLA ZOSTER AB IGM,37,100% of Medicare,11.59,5.23,75
MSQ,FIDELIS CARE NEW YORK NEW YORK MEDICAID,86787,VARICELLA ZOSTER AB IGM,37,100% of Medicare,11.59,5.23,75
MSQ,FIDELIS CARE NEW YORK-EXCHANGES NOT ASSIGNED,86787,VARICELLA - ZOSTER,37,100% of Medicare,8.03,5.23,75
MSQ,FIDELIS CARE NEW YORK-EXCHANGES NY EXCHANGES NETWORK,86787,VARICELLA - ZOSTER,37,100% of Medicare,13.65,5.23,75
MSQ,GHI NYC EFT,86787,VARICELLA ZOSTER AB IGM,37,100% of Medicare,21.38,5.23,75
MSQ,GOLDCARE I,86787,VARICELLA - ZOSTER,37,100% of Medicare,15.45,5.23,75
MSQ,"HEALTHPLUS HP, LLC HEALTHPLUS MEDICAID",86787,VARICELLA - ZOSTER,37,100% of Medicare,8.03,5.23,75
MSQ,METROPLUS HEALTH PLAN,86787,VARICELLA - ZOSTER,37,100% of Medicare,10.3,5.23,75
MSQ,NYSDOH,86787,VARICELLA - ZOSTER,37,100% of Medicare,5.23,5.23,75
MSQ,OSCAR INSURANCE CORPORATION,86787,VARICELLA - ZOSTER,37,100% of Medicare,13.52,5.23,75
MSQ,OXFORD HEALTH INSURANCE INC FREEDOM,86787,VARICELLA - ZOSTER,37,100% of Medicare,22.54,5.23,75
MSQ,OXFORD HEALTH INSURANCE INC LBTY,86787,VARICELLA - ZOSTER,37,100% of Medicare,22.54,5.23,75
MSQ,UMR MOUNT SINAI HEALTH SYSTEM,86787,VARICELLA - ZOSTER,37,100% of Medicare,11.08,5.23,75
MSQ,UNITEDHEALTHCARE OF NEW YORK INC NY ESSENTIAL PLAN STANDARD COPAY,86787,VARICELLA - ZOSTER,37,100% of Medicare,7.49,5.23,75
MSQ,EMBLEMHEALTH - GHI GHI EMBLEM HEALTH PPO,86790,HEP. E VIRUS IGM AB,250,100% of Medicare,21.38,11.08,21.38
MSQ,FIDELIS CARE NEW YORK NEW YORK MEDICAID,86790,HERPES 6 ABS IGG/IGM,250,100% of Medicare,11.59,11.08,21.38
MSQ,OSCAR INSURANCE CORPORATION,86790,DENGUE FEVER AB (IGG),250,100% of Medicare,14.55,11.08,21.38
MSQ,UMR MOUNT SINAI HEALTH SYSTEM,86790,"ANTIBODY, VIRUS, NEC",250,100% of Medicare,11.08,11.08,21.38
MSQ,1199SEIU NATIONAL BENEFIT FUND,86800,ANTI THYROGLOBULIN,97,100% of Medicare,22,12.62,57
MSQ,AETNA OPEN ACCESS AETNA SELECT  8480 NET 01344,86800,THYROGLOBULIN W/REFLEX LC-MS,97,100% of Medicare,57,12.62,57
MSQ,CIGNA HEALTH AND LIFE INSURANCE C OPEN ACCESS PLUS IN-NETWORK,86800,ANTI THYROGLOBULIN,97,100% of Medicare,39.15,12.62,57
MSQ,EMBLEMHEALTH - GHI GHI EMBLEM HEALTH PPO,86800,THYROGLOBULIN W/REFLEX LC-MS,97,100% of Medicare,48.53,12.62,57
MSQ,EMBLEMHEALTH - HIP VIP PRIME,86800,ANTI THYROGLOBULIN,97,100% of Medicare,15.91,12.62,57
MSQ,EMPIRE HEALTHCHOICE ASSURANCE,86800,THYROGLOBULIN W/REFLEX LC-MS,97,100% of Medicare,44.58,12.62,57
MSQ,FIDELIS CARE NEW YORK ESSENTIAL PLAN - ALIESSA,86800,THYROGLOBULIN W/REFLEX LC-MS,97,100% of Medicare,13.35,12.62,57
MSQ,FIDELIS CARE NEW YORK NEW YORK MEDICAID,86800,THYROGLOBULIN W/REFLEX LC-MS,97,100% of Medicare,14.32,12.62,57
MSQ,GHI NYC EFT,86800,ANTI THYROGLOBULIN,97,100% of Medicare,33,12.62,57
MSQ,"HEALTHPLUS HP, LLC HEALTHPLUS MEDICAID",86800,THYROGLOBULIN W/REFLEX LC-MS,97,100% of Medicare,12.62,12.62,57
MSQ,METROPLUS HEALTH PLAN,86800,THYROGLOBULIN W/REFLEX LC-MS,97,100% of Medicare,21.2,12.62,57
MSQ,OSCAR INSURANCE CORPORATION,86800,ANTI THYROGLOBULIN,97,100% of Medicare,18.55,12.62,57
MSQ,OXFORD HEALTH INSURANCE INC LBTY,86800,THYROGLOBULIN W/REFLEX LC-MS,97,100% of Medicare,27.84,12.62,57
MSQ,OXFORD HEALTH INSURANCE INC MTRO,86800,THYROGLOBULIN W/REFLEX LC-MS,97,100% of Medicare,27.84,12.62,57
MSQ,UMR MOUNT SINAI HEALTH SYSTEM,86800,THYROGLOBULIN W/REFLEX LC-MS,97,100% of Medicare,13.67,12.62,57
MSQ,UNITEDHEALTHCARE INSURANCE COMPAN SEL+POS,86800,THYROGLOBULIN W/REFLEX LC-MS,97,100% of Medicare,13.67,12.62,57
MSQ,UNITEDHEALTHCARE OF NEW YORK INC NY DUAL COMPLETE,86800,ANTI THYROGLOBULIN,97,100% of Medicare,15.91,12.62,57
MSQ,UNITEDHEALTHCARE SERVICES INC AND UHC MCARE ADVANTAGE CHOICE PL3,86800,ANTI THYROGLOBULIN,97,100% of Medicare,15.91,12.62,57
MSQ,1199SEIU GREATER NEW YORK BENEFIT,86803,HEPATITIS C VIRUS AB,91,100% of Medicare,20,0.38,52.72
MSQ,1199SEIU HOMECARE BENEFIT FUND,86803,HEPATITIS C VIRUS AB,91,100% of Medicare,20,0.38,52.72
MSQ,1199SEIU NATIONAL BENEFIT FUND,86803,HEPATITIS C VIRUS AB,91,100% of Medicare,20,0.38,52.72
MSQ,AETNA AETNA CHOICE  POS II NET 00357,86803,HEPATITIS C VIRUS AB,91,100% of Medicare,52.72,0.38,52.72
MSQ,AETNA AETNA CHOICE  POS II NET 08134,86803,HEPATITIS C VIRUS AB,91,100% of Medicare,52.72,0.38,52.72
MSQ,AETNA AETNA OPEN ACCESS  ELECT CHOICE NET 01344,86803,HEPATITIS C VIRUS AB,91,100% of Medicare,52.72,0.38,52.72
MSQ,AETNA AETNA OPEN ACCESS  ELECT CHOICE NET 05030,86803,HEPATITIS C VIRUS AB,91,100% of Medicare,33.4,0.38,52.72
MSQ,AETNA OA MANAGED CHOICE  POS,86803,HEPATITIS C VIRUS AB,91,100% of Medicare,35.53,0.38,52.72
MSQ,AETNA OPEN ACCESS AETNA SELECT  8480 NET 01344,86803,HEPATITIS C VIRUS AB,91,100% of Medicare,52.72,0.38,52.72
MSQ,CIGNA HEALTH AND LIFE INSURANCE C OPEN ACCESS PLUS IN-NETWORK,86803,HEPATITIS C VIRUS AB,91,100% of Medicare,39.15,0.38,52.72
MSQ,EH FACET EFT,86803,HEPATITIS C VIRUS AB,91,100% of Medicare,30.11,0.38,52.72
MSQ,ELDERPLAN INC,86803,HEPATITIS C VIRUS AB,91,100% of Medicare,14.9,0.38,52.72
MSQ,EMBLEMHEALTH - GHI GHI EMBLEM HEALTH PPO,86803,HEPATITIS C VIRUS AB,91,100% of Medicare,43.52,0.38,52.72
MSQ,EMBLEMHEALTH - GHI NOT ASSIGNED,86803,HEPATITIS C VIRUS AB,91,100% of Medicare,0.38,0.38,52.72
MSQ,EMBLEMHEALTH - HIP ENHANCED CARE NETWORK,86803,HEPATITIS C VIRUS AB,91,100% of Medicare,9.85,0.38,52.72
MSQ,EMBLEMHEALTH - HIP HMO PRIME NETWORK,86803,HEPATITIS C VIRUS AB,91,100% of Medicare,33.11,0.38,52.72
MSQ,EMBLEMHEALTH - HIP VIP PRIME,86803,HEPATITIS C VIRUS AB,91,100% of Medicare,14.27,0.38,52.72
MSQ,FIDELIS CARE NEW YORK ESSENTIAL PLAN - ALIESSA,86803,HEPATITIS C VIRUS AB,91,100% of Medicare,10,0.38,52.72
MSQ,FIDELIS CARE NEW YORK NEW YORK MEDICAID,86803,HEPATITIS C VIRUS AB,91,100% of Medicare,12.84,0.38,52.72
MSQ,FIDELIS CARE NEW YORK-EXCHANGES NOT ASSIGNED,86803,HEPATITIS C VIRUS AB,91,100% of Medicare,10,0.38,52.72
MSQ,FIDELIS CARE NEW YORK-EXCHANGES NY EXCHANGES NETWORK,86803,HEPATITIS C VIRUS AB,91,100% of Medicare,17,0.38,52.72
MSQ,GHI NYC EFT,86803,HEPATITIS C VIRUS AB,91,100% of Medicare,24.88,0.38,52.72
MSQ,GROUP HEALTH,86803,HEPATITIS C VIRUS AB,91,100% of Medicare,23.69,0.38,52.72
MSQ,"HEALTHPLUS HP, LLC HEALTHPLUS MEDICAID",86803,HEPATITIS C VIRUS AB,91,100% of Medicare,10,0.38,52.72
MSQ,METROPLUS ENHANCED (HARP),86803,HEPATITIS C VIRUS AB,91,100% of Medicare,7.39,0.38,52.72
MSQ,METROPLUS ESSENTIAL PLAN,86803,HEPATITIS C VIRUS AB,91,100% of Medicare,11.42,0.38,52.72
MSQ,METROPLUS HEALTH PLAN,86803,HEPATITIS C VIRUS AB,91,100% of Medicare,11.42,0.38,52.72
MSQ,NYSDOH,86803,HEPATITIS C VIRUS AB,91,100% of Medicare,10,0.38,52.72
MSQ,OSCAR INSURANCE CORPORATION,86803,HEPATITIS C VIRUS AB,91,100% of Medicare,14.98,0.38,52.72
MSQ,OXFORD HEALTH INSURANCE INC FREEDOM,86803,HEPATITIS C VIRUS AB,91,100% of Medicare,24.97,0.38,52.72
MSQ,OXFORD HEALTH INSURANCE INC FREEDOM NETWORK,86803,HEPATITIS C VIRUS AB,91,100% of Medicare,24.97,0.38,52.72
MSQ,OXFORD HEALTH INSURANCE INC LBTY,86803,HEPATITIS C VIRUS AB,91,100% of Medicare,24.97,0.38,52.72
MSQ,OXFORD HEALTH INSURANCE INC METRO NETWORK,86803,HEPATITIS C VIRUS AB,91,100% of Medicare,24.97,0.38,52.72
MSQ,OXFORD HEALTH INSURANCE INC MTRO,86803,HEPATITIS C VIRUS AB,91,100% of Medicare,24.97,0.38,52.72
MSQ,OXFORD HEALTH PLANS LLC LBTY,86803,HEPATITIS C VIRUS AB,91,100% of Medicare,24.97,0.38,52.72
MSQ,OXFORD HEALTH PLANS LLC MTRO,86803,HEPATITIS C VIRUS AB,91,100% of Medicare,24.97,0.38,52.72
MSQ,UHC HARVARD CLUB OF NEW YORK CITY,86803,HEPATITIS C VIRUS AB,91,100% of Medicare,34.74,0.38,52.72
MSQ,UMR MOUNT SINAI HEALTH SYSTEM,86803,HEPATITIS C VIRUS AB,91,100% of Medicare,12.26,0.38,52.72
MSQ,UNITEDHEALTHCARE INSURANCE COMPAN CHOYC,86803,HEPATITIS C VIRUS AB,91,100% of Medicare,12.26,0.38,52.72
MSQ,UNITEDHEALTHCARE INSURANCE COMPAN CHOYC+,86803,HEPATITIS C VIRUS AB,91,100% of Medicare,12.26,0.38,52.72
MSQ,UNITEDHEALTHCARE INSURANCE COMPAN SEL+POS,86803,HEPATITIS C VIRUS AB,91,100% of Medicare,12.26,0.38,52.72
MSQ,UNITEDHEALTHCARE OF NEW YORK INC NY DUAL COMPLETE,86803,HEPATITIS C VIRUS AB,91,100% of Medicare,14.27,0.38,52.72
MSQ,UNITEDHEALTHCARE OF NEW YORK INC NY ESSENTIAL PLAN PLUS COPAY,86803,HEPATITIS C VIRUS AB,91,100% of Medicare,10,0.38,52.72
MSQ,1199SEIU NATIONAL BENEFIT FUND,86850,BLOOD TYPE & SCREENING,125,$60.33 ,18,3.68,250
MSQ,AETNA AETNA CHOICE  POS II NET 00357,86850,RBC ANTIBODY SCREEN PANEL,125,$60.33 ,22.5,3.68,250
MSQ,AETNA AETNA OPEN ACCESS  ELECT CHOICE NET 01344,86850,BLOOD TYPE & SCREENING,125,$60.33 ,36.36,3.68,250
MSQ,AETNA AETNA OPEN ACCESS  ELECT CHOICE NET 05030,86850,BLOOD TYPE & SCREENING,125,$60.33 ,19.28,3.68,250
MSQ,AETNA AETNA OPEN ACCESS  MANAGED CHOICE NET 00357,86850,ANTIBODY SCREENING,125,$60.33 ,22.5,3.68,250
MSQ,AETNA OA MANAGED CHOICE  POS,86850,ANTIBODY SCREENING,125,$60.33 ,22.5,3.68,250
MSQ,AETNA OA MANAGED CHOICE  POS HDHP,86850,RBC ANTIBODY SCREEN PANEL,125,$60.33 ,62.54,3.68,250
MSQ,AETNA OPEN ACCESS AETNA SELECT  8480 NET 01344,86850,RBC ANTIBODY SCREEN,125,$60.33 ,22.5,3.68,250
MSQ,AFFINITY HEALTH PLAN,86850,ANTIBODY SCREENING,125,$60.33 ,23,3.68,250
MSQ,Amida Care,86850,RBC ANTIBODY SCREEN,125,$60.33 ,21.77,3.68,250
MSQ,CIGNA HEALTH AND LIFE INSURANCE C OPEN ACCESS PLUS,86850,RBC ANTIBODY SCREEN,125,$60.33 ,82.92,3.68,250
MSQ,CIGNA HEALTH AND LIFE INSURANCE C OPEN ACCESS PLUS IN-NETWORK,86850,RBC ANTIBODY SCREEN,125,$60.33 ,80.37,3.68,250
MSQ,CIGNA HLTH LIFE,86850,RBC ANTIBODY SCREEN PANEL,125,$60.33 ,33.48,3.68,250
MSQ,CIGNA HLTH LIFE OPEN ACCESS PLUS,86850,BLOOD TYPE & SCREENING,125,$60.33 ,70.94,3.68,250
MSQ,CIGNA LIFE OF CA OPEN ACCESS PLUS,86850,BLOOD TYPE & SCREENING,125,$60.33 ,21.9,3.68,250
MSQ,EH FACET EFT,86850,RBC ANTIBODY SCREEN,125,$60.33 ,24.65,3.68,250
MSQ,EMBLEMHEALTH - GHI GHI EMBLEM HEALTH PPO,86850,ANTIBODY SCREENING,125,$60.33 ,16.22,3.68,250
MSQ,EMBLEMHEALTH - GHI NOT ASSIGNED,86850,BLOOD TYPE & SCREENING,125,$60.33 ,3.68,3.68,250
MSQ,EMBLEMHEALTH - HIP ECPN ESSENTIAL A PLAN NET,86850,RBC ANTIBODY SCREEN PANEL,125,$60.33 ,24.65,3.68,250
MSQ,EMBLEMHEALTH - HIP ECPN ESSENTIAL B PLAN NET,86850,BLOOD TYPE & SCREENING,125,$60.33 ,20.54,3.68,250
MSQ,EMBLEMHEALTH - HIP ENHANCED CARE NETWORK,86850,RBC ANTIBODY SCREEN PANEL,125,$60.33 ,20.54,3.68,250
MSQ,EMBLEMHEALTH - HIP ENHANCED CARE PLUS,86850,ANTIBODY SCREENING,125,$60.33 ,40.45,3.68,250
MSQ,EMBLEMHEALTH - HIP HMO PRIME NETWORK,86850,RBC ANTIBODY SCREEN,125,$60.33 ,22.59,3.68,250
MSQ,EMBLEMHEALTH - HIP HMO SELECTCARE INDIVIDUAL,86850,RBC ANTIBODY SCREEN,125,$60.33 ,20.61,3.68,250
MSQ,FIDELIS CARE NEW YORK - MEDICARE DUAL ELIGIBLE NETWORK - MEDICARE/MEDICAID,86850,RBC ANTIBODY SCREEN PANEL,125,$60.33 ,59.93,3.68,250
MSQ,FIDELIS CARE NEW YORK CHILD HEALTH PLUS NETWORK,86850,ANTIBODY SCREENING,125,$60.33 ,41.07,3.68,250
MSQ,FIDELIS CARE NEW YORK ESSENTIAL PLAN - ALIESSA,86850,RBC ANTIBODY SCREEN,125,$60.33 ,41.07,3.68,250
MSQ,FIDELIS CARE NEW YORK ESSENTIAL PLAN - NON ALIESSA,86850,RBC ANTIBODY SCREEN,125,$60.33 ,24.65,3.68,250
MSQ,FIDELIS CARE NEW YORK NEW YORK MEDICAID,86850,RBC ANTIBODY SCREEN PANEL,125,$60.33 ,41.07,3.68,250
MSQ,FIDELIS CARE NEW YORK-EXCHANGES NY EXCHANGES NETWORK,86850,RBC ANTIBODY SCREEN PANEL,125,$60.33 ,36.97,3.68,250
MSQ,GHI NYC EFT,86850,BLOOD TYPE & SCREENING,125,$60.33 ,16.22,3.68,250
MSQ,GREATWESTHEALTHCARE-CIGNA OPEN ACCESS PLUS,86850,BLOOD TYPE & SCREENING,125,$60.33 ,130.5,3.68,250
MSQ,"HEALTHPLUS HP, LLC HEALTHPLUS ESSENTIAL PLAN",86850,BLOOD TYPE & SCREENING,125,$60.33 ,25.47,3.68,250
MSQ,"HEALTHPLUS HP, LLC HEALTHPLUS MEDICAID",86850,ANTIBODY SCREENING,125,$60.33 ,20.54,3.68,250
MSQ,METROPLUS ENHANCED (HARP),86850,RBC ANTIBODY SCREEN PANEL,125,$60.33 ,40.24,3.68,250
MSQ,METROPLUS ESSENTIAL PLAN,86850,RBC ANTIBODY SCREEN,125,$60.33 ,24.66,3.68,250
MSQ,METROPLUS HEALTH PLAN,86850,RBC ANTIBODY SCREEN PANEL,125,$60.33 ,20.55,3.68,250
MSQ,METROPLUS HEALTH PLAN - HHC,86850,RBC ANTIBODY SCREEN,125,$60.33 ,40.24,3.68,250
MSQ,NYSDOH,86850,BLOOD TYPE & SCREENING,125,$60.33 ,20.55,3.68,250
